id,customer_id,restaurant_id,driver_id,order_timestamp,items,item_count,subtotal,delivery_fee,tip,total,estimated_delivery_min,actual_delivery_min,status,cancellation_reason,rating
449,6320,44,36,2024-01-07 18:42:13,"Butter Chicken, Pepperoni Pizza Large, Kung Pao Chicken, General Tso's Chicken",4,53.87,4.99,13.43,72.29,19,18.0,delivered,,5.0
450,6809,4,28,2024-01-07 18:44:53,"Margherita Pizza, BBQ Pulled Pork Sandwich, Butter Chicken, Chicken Burrito Bowl",4,46.27,4.99,8.93,60.19,54,63.0,delivered,,4.0
451,2007,63,5,2024-01-07 18:45:51,Chicken Burrito Bowl,1,14.95,4.99,4.22,24.16,41,37.0,delivered,,5.0
452,6459,17,44,2024-01-07 18:50:45,"Pho Bo, Chicken Tenders Basket, Dragon Roll",3,42.4,4.99,12.34,59.73,25,24.0,delivered,,4.0
453,3033,108,31,2024-01-07 18:55:35,"Lamb Vindaloo, Chicken Burrito Bowl",2,15.01,4.99,1.37,21.37,32,32.0,delivered,,3.0
454,3511,25,26,2024-01-07 19:03:36,"Pepperoni Pizza Large, Pho Bo, Butter Chicken",3,29.24,4.99,2.26,36.49,15,15.0,delivered,,3.0
455,6835,39,19,2024-01-07 19:03:57,"Caesar Salad, Butter Chicken",2,13.64,4.99,2.74,21.37,25,24.0,delivered,,4.0
456,7801,107,20,2024-01-07 19:05:33,"Pad Thai, Butter Chicken, Kung Pao Chicken",3,30.03,4.99,4.94,39.96,34,,cancelled,Customer changed mind,
457,5489,40,34,2024-01-07 19:11:52,Chicken Burrito Bowl,1,10.24,4.99,2.34,17.57,34,43.0,delivered,,5.0
458,2713,36,40,2024-01-07 19:21:44,"Green Curry, Pepperoni Pizza Large, Chicken Tenders Basket",3,34.43,4.99,5.44,44.86,39,35.0,delivered,,4.0
459,1433,40,44,2024-01-07 19:21:56,"General Tso's Chicken, Caesar Salad",2,22.05,4.99,5.65,32.69,27,24.0,delivered,,3.0
460,1634,30,9,2024-01-07 19:22:11,"BBQ Pulled Pork Sandwich, Kung Pao Chicken, Chicken Burrito Bowl",3,27.37,4.99,4.64,37.0,31,32.0,delivered,,5.0
461,2014,100,42,2024-01-07 19:24:25,"Caesar Salad, Acai Bowl, Kung Pao Chicken",3,38.26,4.99,0.0,43.25,41,46.0,delivered,,4.0
462,3164,65,36,2024-01-07 19:25:11,"Acai Bowl, Dragon Roll",2,29.29,4.99,6.88,41.16,32,37.0,delivered,,3.0
463,4010,7,19,2024-01-07 19:30:22,"Kung Pao Chicken, Pepperoni Pizza Large, Caesar Salad",3,38.16,4.99,6.52,49.67,28,27.0,delivered,,4.0
464,7578,26,40,2024-01-07 19:31:41,"Kung Pao Chicken, Brisket Plate, Dragon Roll",3,26.21,4.99,3.78,34.98,47,47.0,delivered,,2.0
465,4902,1,32,2024-01-07 19:41:51,"Pho Bo, Green Curry, Dragon Roll",3,22.25,4.99,6.28,33.52,44,42.0,delivered,,3.0
466,1138,95,4,2024-01-07 19:46:26,"Classic Cheeseburger, Brisket Plate",2,23.04,4.99,3.57,31.6,23,19.0,delivered,,3.0
467,2812,49,32,2024-01-07 19:49:11,"Lamb Vindaloo, Acai Bowl, Salmon Roll Combo, Fish Tacos",4,47.75,4.99,12.11,64.85,32,,cancelled,Item unavailable,
468,3614,66,34,2024-01-07 19:50:15,"General Tso's Chicken, Kung Pao Chicken, Pho Bo",3,58.62,4.99,15.81,79.42,39,45.0,delivered,,4.0
469,2823,94,11,2024-01-07 19:51:34,"10-Piece Wings, Lamb Vindaloo, BBQ Pulled Pork Sandwich, Fish Tacos",4,91.59,4.99,14.13,110.71,22,30.0,delivered,,4.0
470,287,37,25,2024-01-07 19:51:36,"Butter Chicken, Chicken Burrito Bowl",2,14.71,4.99,3.5,23.2,24,27.0,delivered,,5.0
471,4132,80,35,2024-01-07 19:55:27,"Lamb Vindaloo, BBQ Pulled Pork Sandwich",2,24.66,4.99,4.83,34.48,39,38.0,delivered,,4.0
472,1035,55,32,2024-01-07 19:57:59,10-Piece Wings,1,11.34,4.99,1.93,18.26,29,29.0,delivered,,4.0
473,6383,30,31,2024-01-07 19:59:29,"Caesar Salad, Kung Pao Chicken",2,31.22,4.99,4.14,40.35,44,54.0,delivered,,5.0
474,2530,57,33,2024-01-07 20:11:30,"Margherita Pizza, BBQ Pulled Pork Sandwich",2,34.53,4.99,7.72,47.24,44,41.0,delivered,,5.0
475,2485,37,39,2024-01-07 20:20:41,Butter Chicken,1,11.57,4.99,4.26,20.82,31,42.0,delivered,,4.0
476,3060,60,31,2024-01-07 20:29:12,"Margherita Pizza, Classic Cheeseburger",2,34.06,4.99,4.89,43.94,38,46.0,delivered,,2.0
477,201,39,5,2024-01-07 20:31:41,"Dragon Roll, Butter Chicken, Pho Bo, Green Curry",4,26.45,4.99,5.94,37.38,31,31.0,delivered,,2.0
478,142,81,40,2024-01-07 20:31:48,"Brisket Plate, Pho Bo",2,34.56,4.99,9.83,49.38,25,24.0,delivered,,4.0
479,4961,87,24,2024-01-07 20:33:16,"Acai Bowl, Pho Bo, Brisket Plate",3,50.81,4.99,3.45,59.25,46,41.0,delivered,,5.0
480,3531,116,16,2024-01-07 21:09:15,"Butter Chicken, 10-Piece Wings",2,12.32,4.99,2.14,19.45,37,46.0,delivered,,4.0
481,303,101,39,2024-01-07 21:10:20,"Brisket Plate, Caesar Salad, Classic Cheeseburger",3,35.03,4.99,12.58,52.6,38,38.0,delivered,,5.0
482,808,90,31,2024-01-07 21:21:34,"Dragon Roll, General Tso's Chicken, Salmon Roll Combo",3,46.17,4.99,9.9,61.06,32,36.0,delivered,,3.0
483,3978,72,27,2024-01-07 21:38:24,"Lamb Vindaloo, Chicken Burrito Bowl, Chicken Tenders Basket",3,31.84,4.99,4.65,41.48,49,53.0,delivered,,4.0
484,3174,82,40,2024-01-07 21:46:53,"Classic Cheeseburger, Margherita Pizza",2,28.9,4.99,5.24,39.13,38,34.0,delivered,,4.0
485,6609,8,42,2024-01-07 21:53:27,"Caesar Salad, Kung Pao Chicken, General Tso's Chicken, Lamb Vindaloo",4,57.52,4.99,5.61,68.12,47,46.0,delivered,,3.0
486,5893,69,40,2024-01-07 22:29:10,"Brisket Plate, Margherita Pizza",2,30.72,4.99,7.96,43.67,35,29.0,delivered,,3.0
487,3147,107,26,2024-01-08 11:11:36,"Caesar Salad, Chicken Burrito Bowl, Pad Thai",3,39.57,4.99,8.7,53.26,47,49.0,delivered,,3.0
488,469,19,7,2024-01-08 11:29:45,"Pepperoni Pizza Large, BBQ Pulled Pork Sandwich, Caesar Salad, Margherita Pizza",4,69.02,4.99,11.71,85.72,25,31.0,delivered,,1.0
489,7731,78,32,2024-01-08 11:47:20,"Caesar Salad, Green Curry, General Tso's Chicken",3,41.8,4.99,12.34,59.13,45,43.0,delivered,,2.0
490,6891,114,9,2024-01-08 11:48:24,"Caesar Salad, Brisket Plate",2,19.75,4.99,2.26,27.0,49,45.0,delivered,,3.0
491,3020,15,32,2024-01-08 11:50:03,"BBQ Pulled Pork Sandwich, Fish Tacos, Brisket Plate",3,47.07,4.99,10.3,62.36,28,,cancelled,Excessive wait time,
492,2749,20,19,2024-01-08 12:01:47,"Pad Thai, Chicken Tenders Basket, Pho Bo",3,47.3,4.99,14.55,66.84,28,29.0,delivered,,5.0
493,1889,15,37,2024-01-08 12:12:59,Kung Pao Chicken,1,14.22,4.99,0.87,20.08,29,23.0,delivered,,3.0
494,408,90,27,2024-01-08 12:14:51,10-Piece Wings,1,16.6,4.99,3.23,24.82,26,28.0,delivered,,3.0
495,4813,112,1,2024-01-08 12:29:14,"BBQ Pulled Pork Sandwich, Chicken Burrito Bowl, Chicken Tenders Basket",3,24.63,4.99,1.78,31.4,36,37.0,delivered,,3.0
496,551,117,13,2024-01-08 12:33:02,Green Curry,1,8.45,4.99,1.29,14.73,55,61.0,delivered,,4.0
497,5127,74,18,2024-01-08 12:39:28,General Tso's Chicken,1,14.93,4.99,3.34,23.26,36,,cancelled,Weather conditions,
498,28,10,35,2024-01-08 12:43:32,"10-Piece Wings, Kung Pao Chicken, BBQ Pulled Pork Sandwich, Pepperoni Pizza Large",4,60.78,4.99,7.62,73.39,43,,cancelled,Excessive wait time,
499,4708,34,38,2024-01-08 12:47:15,"Brisket Plate, Lamb Vindaloo, Chicken Tenders Basket, Kung Pao Chicken",4,38.5,4.99,8.87,52.36,31,34.0,delivered,,3.0
500,2304,89,6,2024-01-08 12:47:43,"Classic Cheeseburger, Butter Chicken",2,37.03,4.99,7.74,49.76,15,16.0,delivered,,4.0
501,6718,35,3,2024-01-08 13:18:11,"Green Curry, Pad Thai, Dragon Roll",3,32.98,4.99,11.89,49.86,37,34.0,delivered,,5.0
502,2513,94,40,2024-01-08 13:33:10,"Salmon Roll Combo, Caesar Salad",2,51.48,4.99,14.36,70.83,45,47.0,delivered,,4.0
503,1523,46,41,2024-01-08 13:33:51,"Lamb Vindaloo, 10-Piece Wings",2,17.37,4.99,3.06,25.42,35,40.0,delivered,,2.0
504,4369,98,22,2024-01-08 13:48:04,"Green Curry, Kung Pao Chicken, 10-Piece Wings",3,30.12,4.99,4.93,40.04,30,29.0,delivered,,2.0
505,909,67,28,2024-01-08 13:48:04,"General Tso's Chicken, Kung Pao Chicken, Chicken Tenders Basket",3,41.63,4.99,9.95,56.57,40,41.0,delivered,,3.0
506,7999,29,1,2024-01-08 14:11:21,"Margherita Pizza, Butter Chicken, Pepperoni Pizza Large, 10-Piece Wings",4,22.1,4.99,4.29,31.38,36,37.0,delivered,,4.0
507,7512,111,32,2024-01-08 14:15:34,"Salmon Roll Combo, Butter Chicken, Caesar Salad, Dragon Roll",4,26.86,4.99,2.28,34.13,42,43.0,delivered,,3.0
508,3223,104,25,2024-01-08 14:32:35,"Chicken Tenders Basket, Lamb Vindaloo, Green Curry",3,25.6,4.99,6.31,36.9,46,56.0,delivered,,3.0
509,4033,18,34,2024-01-08 14:48:31,BBQ Pulled Pork Sandwich,1,8.0,4.99,1.45,14.44,33,,cancelled,Customer changed mind,
510,7333,80,29,2024-01-08 15:04:19,"Pepperoni Pizza Large, Brisket Plate, Fish Tacos, Pho Bo",4,42.44,4.99,3.7,51.13,37,28.0,delivered,,5.0
511,7842,91,3,2024-01-08 15:23:15,"Dragon Roll, Salmon Roll Combo, Chicken Burrito Bowl",3,76.45,4.99,15.2,96.64,37,,cancelled,No drivers available,
512,147,105,6,2024-01-08 15:40:18,"Lamb Vindaloo, Acai Bowl",2,15.6,4.99,3.22,23.81,33,30.0,delivered,,4.0
513,2457,68,2,2024-01-08 16:00:06,"Pepperoni Pizza Large, General Tso's Chicken",2,45.3,4.99,10.13,60.42,51,33.0,delivered,,3.0
514,1568,73,6,2024-01-08 16:03:21,"Pad Thai, Pho Bo, Chicken Tenders Basket",3,32.99,4.99,2.88,40.86,49,49.0,delivered,,4.0
515,2135,14,35,2024-01-08 16:04:30,"10-Piece Wings, Pho Bo, BBQ Pulled Pork Sandwich",3,37.02,4.99,5.7,47.71,28,34.0,delivered,,5.0
516,2797,97,36,2024-01-08 16:32:24,10-Piece Wings,1,19.09,4.99,3.64,27.72,37,40.0,delivered,,4.0
517,3310,117,1,2024-01-08 16:33:38,"Lamb Vindaloo, Kung Pao Chicken",2,20.19,4.99,3.99,29.17,19,17.0,delivered,,4.0
518,1631,64,42,2024-01-08 17:11:37,"Lamb Vindaloo, Salmon Roll Combo, Pad Thai, Pho Bo",4,54.79,4.99,4.04,63.82,40,47.0,delivered,,4.0
519,2846,97,34,2024-01-08 17:24:49,"Classic Cheeseburger, 10-Piece Wings",2,40.82,4.99,5.16,50.97,38,39.0,delivered,,4.0
520,5518,43,15,2024-01-08 17:24:59,"Chicken Burrito Bowl, Lamb Vindaloo, Chicken Tenders Basket",3,30.48,4.99,5.91,41.38,20,18.0,delivered,,4.0
521,3598,78,28,2024-01-08 17:42:10,"Dragon Roll, BBQ Pulled Pork Sandwich, Salmon Roll Combo, Classic Cheeseburger",4,38.17,4.99,4.43,47.59,46,,cancelled,Restaurant too busy,
522,7170,82,19,2024-01-08 18:02:56,"Acai Bowl, Pho Bo",2,22.09,4.99,2.17,29.25,28,30.0,delivered,,3.0
523,7117,100,6,2024-01-08 18:10:19,"Pho Bo, Green Curry, Lamb Vindaloo, Margherita Pizza",4,67.44,4.99,20.14,92.57,40,36.0,delivered,,3.0
524,11,96,27,2024-01-08 18:12:27,"Kung Pao Chicken, Salmon Roll Combo",2,19.94,4.99,2.12,27.05,44,43.0,delivered,,4.0
525,4718,40,4,2024-01-08 18:20:50,"Kung Pao Chicken, Brisket Plate",2,18.59,4.99,1.78,25.36,32,37.0,delivered,,4.0
526,2708,54,43,2024-01-08 18:37:59,Pad Thai,1,10.01,4.99,0.29,15.29,58,69.0,delivered,,4.0
527,7461,92,2,2024-01-08 18:40:50,"Chicken Burrito Bowl, Salmon Roll Combo",2,28.66,4.99,3.81,37.46,23,21.0,delivered,,5.0
528,919,112,21,2024-01-08 18:41:44,"Classic Cheeseburger, Acai Bowl, Lamb Vindaloo",3,23.62,4.99,4.8,33.41,39,38.0,delivered,,4.0
529,1646,31,20,2024-01-08 18:42:27,Pepperoni Pizza Large,1,8.22,4.99,1.56,14.77,42,,cancelled,Restaurant too busy,
530,1574,44,45,2024-01-08 18:49:13,"Pad Thai, Fish Tacos, Kung Pao Chicken, Green Curry",4,31.63,4.99,7.98,44.6,43,53.0,delivered,,4.0
531,7870,23,41,2024-01-08 19:02:11,"General Tso's Chicken, Pho Bo",2,22.01,4.99,3.06,30.06,42,54.0,delivered,,4.0
532,7281,75,7,2024-01-08 19:16:49,"10-Piece Wings, Caesar Salad, General Tso's Chicken, Dragon Roll",4,63.91,4.99,5.02,73.92,43,55.0,delivered,,5.0
533,6053,113,18,2024-01-08 19:19:49,Lamb Vindaloo,1,8.0,4.99,0.48,13.47,38,38.0,delivered,,3.0
534,4511,80,30,2024-01-08 19:21:31,"Kung Pao Chicken, Salmon Roll Combo",2,24.36,4.99,6.06,35.41,39,41.0,delivered,,4.0
535,6649,99,29,2024-01-08 19:23:01,"Green Curry, Fish Tacos, Margherita Pizza, Pepperoni Pizza Large",4,26.9,4.99,4.38,36.27,33,40.0,delivered,,4.0
536,5907,1,29,2024-01-08 19:37:29,"Acai Bowl, Kung Pao Chicken, Chicken Tenders Basket",3,21.81,4.99,1.37,28.17,44,,cancelled,Customer changed mind,
537,797,61,23,2024-01-08 19:40:13,"10-Piece Wings, Caesar Salad",2,27.89,4.99,6.78,39.66,40,39.0,delivered,,5.0
538,7950,4,24,2024-01-08 19:44:48,"Butter Chicken, Brisket Plate",2,22.25,4.99,5.16,32.4,31,37.0,delivered,,4.0
539,6803,74,27,2024-01-08 19:47:48,Butter Chicken,1,9.74,4.99,1.81,16.54,31,25.0,delivered,,3.0
540,3295,63,29,2024-01-08 19:51:54,"Classic Cheeseburger, Acai Bowl",2,43.07,4.99,12.26,60.32,49,48.0,delivered,,4.0
541,6930,89,27,2024-01-08 19:59:09,"Butter Chicken, Margherita Pizza, Salmon Roll Combo",3,55.4,4.99,7.31,67.7,28,31.0,delivered,,4.0
542,3033,6,37,2024-01-08 20:14:44,Salmon Roll Combo,1,13.19,4.99,2.42,20.6,34,37.0,delivered,,4.0
543,1281,4,44,2024-01-08 20:33:48,"Fish Tacos, Butter Chicken, Brisket Plate, BBQ Pulled Pork Sandwich",4,61.97,4.99,17.26,84.22,45,46.0,delivered,,4.0
544,4168,36,32,2024-01-08 20:48:39,"Chicken Tenders Basket, Classic Cheeseburger, Brisket Plate",3,40.45,4.99,1.62,47.06,21,21.0,delivered,,3.0
545,5301,76,32,2024-01-08 20:48:45,"BBQ Pulled Pork Sandwich, Chicken Burrito Bowl, Margherita Pizza, Acai Bowl",4,38.62,4.99,9.24,52.85,32,24.0,delivered,,4.0
546,4319,118,8,2024-01-08 20:55:48,"Butter Chicken, Caesar Salad, Salmon Roll Combo, Chicken Tenders Basket",4,44.49,4.99,3.58,53.06,27,30.0,delivered,,4.0
547,3185,77,12,2024-01-08 21:12:12,"Salmon Roll Combo, Chicken Tenders Basket, Chicken Burrito Bowl",3,20.27,4.99,2.18,27.44,37,44.0,delivered,,4.0
548,4738,11,44,2024-01-08 21:13:02,10-Piece Wings,1,8.0,4.99,0.86,13.85,38,29.0,delivered,,4.0
549,932,34,12,2024-01-08 21:16:46,"Margherita Pizza, Kung Pao Chicken, Acai Bowl, General Tso's Chicken",4,39.81,4.99,10.08,54.88,30,37.0,delivered,,4.0
550,7194,89,34,2024-01-08 22:09:32,"Butter Chicken, Pad Thai, Chicken Burrito Bowl",3,57.86,4.99,8.47,71.32,25,29.0,delivered,,2.0
551,7805,114,2,2024-01-08 22:51:57,Pho Bo,1,10.12,4.99,1.89,17.0,50,46.0,delivered,,4.0
552,2586,103,33,2024-01-08 22:59:44,"10-Piece Wings, Dragon Roll, Fish Tacos",3,40.36,4.99,6.22,51.57,32,41.0,delivered,,5.0
553,2758,82,40,2024-01-09 11:02:18,"Salmon Roll Combo, Pho Bo",2,29.79,4.99,7.21,41.99,37,31.0,delivered,,4.0
554,2053,99,3,2024-01-09 11:09:18,BBQ Pulled Pork Sandwich,1,11.5,4.99,2.57,19.06,25,26.0,delivered,,3.0
555,777,33,33,2024-01-09 11:12:27,"Chicken Tenders Basket, Pepperoni Pizza Large, 10-Piece Wings, Brisket Plate",4,31.3,4.99,4.45,40.74,30,30.0,delivered,,4.0
556,3874,5,18,2024-01-09 11:27:43,"Butter Chicken, Dragon Roll, BBQ Pulled Pork Sandwich, Chicken Burrito Bowl",4,77.8,4.99,17.53,100.32,44,49.0,delivered,,4.0
557,4652,100,30,2024-01-09 11:37:49,"General Tso's Chicken, Fish Tacos, 10-Piece Wings",3,51.76,4.99,9.39,66.14,66,70.0,delivered,,3.0
558,2495,76,6,2024-01-09 11:39:14,"Kung Pao Chicken, Brisket Plate",2,21.23,4.99,5.23,31.45,19,20.0,delivered,,3.0
559,1704,108,27,2024-01-09 11:45:48,"Acai Bowl, Lamb Vindaloo, Pepperoni Pizza Large",3,28.69,4.99,4.69,38.37,45,45.0,delivered,,4.0
560,1299,87,6,2024-01-09 12:01:37,"Fish Tacos, Margherita Pizza, Pho Bo, General Tso's Chicken",4,77.29,4.99,2.67,84.95,52,41.0,delivered,,3.0
561,1352,112,45,2024-01-09 12:05:48,"10-Piece Wings, Green Curry, Chicken Burrito Bowl, Kung Pao Chicken",4,17.77,4.99,2.16,24.92,26,24.0,delivered,,4.0
562,5626,53,17,2024-01-09 12:18:32,Pho Bo,1,11.68,4.99,2.36,19.03,44,50.0,delivered,,4.0
563,296,105,36,2024-01-09 12:19:01,"Fish Tacos, Chicken Burrito Bowl",2,19.37,4.99,1.49,25.85,38,33.0,delivered,,3.0
564,7970,112,23,2024-01-09 12:19:49,"Dragon Roll, Margherita Pizza, Pad Thai, BBQ Pulled Pork Sandwich",4,34.95,4.99,4.6,44.54,26,24.0,delivered,,4.0
565,4672,4,11,2024-01-09 12:28:53,"Lamb Vindaloo, Chicken Tenders Basket",2,23.41,4.99,3.5,31.9,35,37.0,delivered,,4.0
566,721,46,1,2024-01-09 12:32:02,"Pho Bo, Butter Chicken, Chicken Burrito Bowl, General Tso's Chicken",4,35.14,4.99,6.14,46.27,33,35.0,delivered,,3.0
567,451,8,5,2024-01-09 12:41:15,"Butter Chicken, Brisket Plate, BBQ Pulled Pork Sandwich",3,38.62,4.99,12.18,55.79,31,30.0,delivered,,4.0
568,1060,93,30,2024-01-09 12:45:30,Margherita Pizza,1,20.41,4.99,1.91,27.31,41,41.0,delivered,,3.0
569,4983,34,15,2024-01-09 12:45:58,"Salmon Roll Combo, BBQ Pulled Pork Sandwich",2,19.38,4.99,1.7,26.07,39,37.0,delivered,,5.0
570,5540,25,8,2024-01-09 13:09:31,Lamb Vindaloo,1,8.3,4.99,1.6,14.89,42,46.0,delivered,,3.0
571,6383,33,13,2024-01-09 13:12:56,"Pepperoni Pizza Large, General Tso's Chicken",2,23.78,4.99,5.66,34.43,44,47.0,delivered,,5.0
572,5788,34,7,2024-01-09 13:52:36,"Brisket Plate, Dragon Roll",2,17.35,4.99,5.22,27.56,46,39.0,delivered,,3.0
573,6741,5,6,2024-01-09 14:33:15,"Chicken Tenders Basket, Fish Tacos",2,38.62,4.99,14.19,57.8,42,38.0,delivered,,4.0
574,4532,92,26,2024-01-09 14:47:36,"BBQ Pulled Pork Sandwich, Margherita Pizza, Chicken Burrito Bowl",3,48.38,4.99,13.26,66.63,41,50.0,delivered,,5.0
575,1193,76,9,2024-01-09 15:09:40,"Chicken Burrito Bowl, 10-Piece Wings",2,21.51,4.99,2.67,29.17,36,,cancelled,Customer changed mind,
576,6902,36,13,2024-01-09 15:15:10,"Pad Thai, General Tso's Chicken, Brisket Plate",3,36.88,4.99,7.81,49.68,20,25.0,delivered,,4.0
577,6007,84,5,2024-01-09 16:09:12,"Caesar Salad, Salmon Roll Combo",2,29.63,4.99,7.73,42.35,30,35.0,delivered,,4.0
578,6808,2,17,2024-01-09 16:29:38,"General Tso's Chicken, Chicken Tenders Basket, Caesar Salad",3,44.99,4.99,6.61,56.59,57,66.0,delivered,,3.0
579,3354,71,40,2024-01-09 17:01:29,"Pho Bo, Salmon Roll Combo",2,33.65,4.99,10.49,49.13,39,39.0,delivered,,4.0
580,3497,39,12,2024-01-09 17:02:10,Kung Pao Chicken,1,9.42,4.99,1.51,15.92,39,43.0,delivered,,4.0
581,1868,45,12,2024-01-09 17:04:29,Classic Cheeseburger,1,12.88,4.99,0.95,18.82,25,28.0,delivered,,4.0
582,1281,106,13,2024-01-09 17:06:02,"Salmon Roll Combo, Butter Chicken",2,15.65,4.99,3.75,24.39,50,64.0,delivered,,3.0
583,5905,9,34,2024-01-09 17:24:42,"Classic Cheeseburger, Acai Bowl",2,25.81,4.99,0.2,31.0,43,52.0,delivered,,3.0
584,5708,2,27,2024-01-09 17:29:13,"Kung Pao Chicken, Pad Thai, Chicken Burrito Bowl, Green Curry",4,49.4,4.99,8.27,62.66,15,15.0,delivered,,4.0
585,808,52,40,2024-01-09 17:30:08,Acai Bowl,1,9.34,4.99,2.96,17.29,27,21.0,delivered,,4.0
586,4079,106,8,2024-01-09 17:42:20,"Caesar Salad, Butter Chicken, Chicken Tenders Basket, BBQ Pulled Pork Sandwich",4,41.84,4.99,3.93,50.76,38,,cancelled,Weather conditions,
587,1010,69,23,2024-01-09 17:42:58,Fish Tacos,1,16.18,4.99,1.22,22.39,40,45.0,delivered,,4.0
588,4081,62,25,2024-01-09 17:56:34,"Dragon Roll, Kung Pao Chicken",2,23.26,4.99,3.76,32.01,17,,cancelled,Weather conditions,
589,4136,104,45,2024-01-09 18:18:24,"Classic Cheeseburger, Acai Bowl, Chicken Burrito Bowl, 10-Piece Wings",4,41.31,4.99,5.81,52.11,48,33.0,delivered,,4.0
590,7647,6,39,2024-01-09 18:26:56,Pho Bo,1,15.41,4.99,4.47,24.87,26,26.0,delivered,,3.0
591,2089,11,17,2024-01-09 18:27:37,Kung Pao Chicken,1,17.45,4.99,1.9,24.34,39,40.0,delivered,,3.0
592,3497,108,17,2024-01-09 18:35:16,"Lamb Vindaloo, Caesar Salad",2,10.54,4.99,3.5,19.03,27,26.0,delivered,,3.0
593,7176,39,2,2024-01-09 18:39:46,"BBQ Pulled Pork Sandwich, Pepperoni Pizza Large, Pho Bo, Dragon Roll",4,31.0,4.99,5.83,41.82,27,27.0,delivered,,4.0
594,3769,10,15,2024-01-09 18:51:18,"Kung Pao Chicken, Fish Tacos, 10-Piece Wings, Classic Cheeseburger",4,47.17,4.99,16.77,68.93,35,33.0,delivered,,3.0
595,2674,114,7,2024-01-09 18:52:00,"Fish Tacos, Brisket Plate",2,22.69,4.99,4.38,32.06,34,,cancelled,Customer unreachable at delivery,
596,3088,55,2,2024-01-09 18:53:20,Kung Pao Chicken,1,11.64,4.99,2.33,18.96,30,28.0,delivered,,5.0
597,573,5,8,2024-01-09 19:12:04,Dragon Roll,1,11.08,4.99,2.28,18.35,49,78.0,delivered,,2.0
598,6809,90,6,2024-01-09 19:13:33,"Pad Thai, Butter Chicken, Fish Tacos",3,30.58,4.99,9.88,45.45,27,26.0,delivered,,4.0
599,3035,36,35,2024-01-09 19:35:09,"Lamb Vindaloo, Pad Thai, Pho Bo, Brisket Plate",4,29.6,4.99,4.53,39.12,15,15.0,delivered,,4.0
600,2303,30,25,2024-01-09 19:43:37,Brisket Plate,1,8.0,4.99,2.33,15.32,51,58.0,delivered,,3.0
601,6460,32,11,2024-01-09 19:53:06,"Pho Bo, Classic Cheeseburger",2,21.37,4.99,5.62,31.98,43,,cancelled,Customer unreachable at delivery,
602,4690,65,9,2024-01-09 19:54:12,"Caesar Salad, 10-Piece Wings, Acai Bowl",3,42.34,4.99,6.11,53.44,39,35.0,delivered,,4.0
603,4755,109,33,2024-01-09 19:55:11,"Pho Bo, Pepperoni Pizza Large, BBQ Pulled Pork Sandwich, Salmon Roll Combo",4,34.73,4.99,5.42,45.14,28,27.0,delivered,,4.0
604,1594,4,25,2024-01-09 19:59:53,"Kung Pao Chicken, BBQ Pulled Pork Sandwich",2,10.81,4.99,1.72,17.52,23,20.0,delivered,,4.0
605,111,7,43,2024-01-09 20:00:16,"Green Curry, General Tso's Chicken",2,33.95,4.99,6.05,44.99,30,29.0,delivered,,4.0
606,2511,75,24,2024-01-09 20:17:17,"Green Curry, Salmon Roll Combo",2,28.04,4.99,10.91,43.94,47,45.0,delivered,,4.0
607,3922,37,42,2024-01-09 20:35:44,"Pho Bo, Classic Cheeseburger",2,29.21,4.99,3.58,37.78,34,27.0,delivered,,3.0
608,5852,52,6,2024-01-09 20:49:56,"Chicken Tenders Basket, Kung Pao Chicken",2,19.6,4.99,4.08,28.67,45,50.0,delivered,,3.0
609,3419,57,6,2024-01-09 20:54:17,"Butter Chicken, Pepperoni Pizza Large, Kung Pao Chicken",3,27.49,4.99,4.92,37.4,28,29.0,delivered,,3.0
610,7299,55,3,2024-01-09 21:04:31,"Chicken Burrito Bowl, Green Curry, Fish Tacos, 10-Piece Wings",4,62.41,4.99,11.83,79.23,31,34.0,delivered,,4.0
611,3430,58,17,2024-01-09 21:09:29,"BBQ Pulled Pork Sandwich, Caesar Salad",2,47.04,4.99,12.52,64.55,34,29.0,delivered,,3.0
612,520,37,10,2024-01-09 21:16:32,"Chicken Burrito Bowl, Green Curry, Margherita Pizza",3,39.29,4.99,9.63,53.91,40,44.0,delivered,,4.0
613,5651,50,42,2024-01-09 21:21:29,"Butter Chicken, Chicken Burrito Bowl, Caesar Salad, Dragon Roll",4,56.34,4.99,15.35,76.68,21,24.0,delivered,,3.0
614,1442,26,2,2024-01-09 21:32:41,"Kung Pao Chicken, 10-Piece Wings, Fish Tacos, Green Curry",4,49.7,4.99,6.28,60.97,36,42.0,delivered,,4.0
615,6761,73,41,2024-01-09 21:42:53,"Classic Cheeseburger, Pepperoni Pizza Large, Dragon Roll, Butter Chicken",4,48.15,4.99,3.73,56.87,17,16.0,delivered,,5.0
616,2541,69,4,2024-01-09 21:43:20,"Dragon Roll, Kung Pao Chicken",2,31.68,4.99,3.85,40.52,27,27.0,delivered,,4.0
617,6164,4,35,2024-01-09 22:40:24,Green Curry,1,14.01,4.99,2.4,21.4,22,25.0,delivered,,3.0
618,7802,88,45,2024-01-09 22:45:32,"BBQ Pulled Pork Sandwich, Classic Cheeseburger, Kung Pao Chicken",3,43.29,4.99,3.01,51.29,27,23.0,delivered,,4.0
619,7573,55,28,2024-01-10 11:03:06,"Kung Pao Chicken, Pad Thai",2,21.18,4.99,6.36,32.53,37,39.0,delivered,,3.0
